row_id,emoji,unicode,unicode_slug,name,unicode_description,emojinet_name,emojinet_category,emojinet_shortcode,emojinet_definition,emojinet_keywords,canonical_unicode_image_path,available_vendor_count,available_vendors,has_apple,has_google,has_facebook,has_windows,has_twitter,has_joypixels,has_samsung,has_gmail,has_softbank,has_docomo,has_kddi
560,🐿,U+1F43F,U+1F43F,chipmunk,,chipmunk,Miscellaneous Symbols And Pictographs -> Animal symbols,,"A chipmunk emoji, which looks similar to a squirrel. Shown in brown, with a bushy tail. Often shown eating an acorn or chestnut. Chipmunk wa http://emojipedia.org/chipmunk/",chipmunk,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
561,🦫,U+1F9AB,U+1F9AB,beaver,beaver,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
562,🦔,U+1F994,U+1F994,hedgehog,hedgehog,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
563,🦇,U+1F987,U+1F987,bat,bat,bat,Supplemental Symbols And Pictographs -> Animal symbols,,"A black bat that enjoys the dark, shown spreading its wings. Bat was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0 in 2016. http://emojipedia.org/bat/",bat|vampire,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
564,🐻,U+1F43B,U+1F43B,bear,bear,bear face,Miscellaneous Symbols And Pictographs -> Animal faces,:bear:,"A cute bear face, displayed more like a teddy bear emoji than an accurate depiction of a real bear. Bear Face was approved as part of Unicod http://emojipedia.org/bear-face/",face|bear,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
565,🐻‍❄️,U+1F43B U+200D U+2744 U+FE0F,U+1F43B-U+200D-U+2744-U+FE0F,polar bear,polar bear,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
566,🐨,U+1F428,U+1F428,koala,koala,koala,Miscellaneous Symbols And Pictographs -> Animal symbols,:koala:,"A koala emoji, a native Australian marsupial that lives in the trees. Known for sleeping and eating the leaves of the eucalyptus tree. Koala http://emojipedia.org/koala/",bear,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
567,🐼,U+1F43C,U+1F43C,panda,panda,panda face,Miscellaneous Symbols And Pictographs -> Animal faces,:panda_face:,A panda’s head. Panda Face was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/panda-face/,face|panda,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
568,🦥,U+1F9A5,U+1F9A5,sloth,sloth,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
569,🦦,U+1F9A6,U+1F9A6,otter,otter,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
570,🦨,U+1F9A8,U+1F9A8,skunk,skunk,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
571,🦘,U+1F998,U+1F998,kangaroo,kangaroo,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
572,🦡,U+1F9A1,U+1F9A1,badger,badger,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
573,🐾,U+1F43E,U+1F43E,paw prints,paw prints,paw prints,Miscellaneous Symbols And Pictographs -> Animal symbols,":feet:,:paw_prints:","Paw prints left by a dog or cat, possibly after wandering through paint. Paw Prints was approved as part of Unicode 6.0 in 2010 and added to http://emojipedia.org/paw-prints/",paw|print|feet,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
574,🦃,U+1F983,U+1F983,turkey,turkey,turkey,Supplemental Symbols And Pictographs -> Animal symbols,,"A turkey, a bird that is often cooked and eaten at Thanksgiving or Christmas. This emoji displays as a live turkey (similar to the presentat http://emojipedia.org/turkey/",turkey,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
575,🐔,U+1F414,U+1F414,chicken,chicken,chicken,Miscellaneous Symbols And Pictographs -> Animal symbols,:chicken:,"A chicken with a yellow beak, red comb on top of the head, and red wattle (under the chin). Not to be mistaken with the rooster emoji. Somet http://emojipedia.org/chicken/",chicken,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
576,🐓,U+1F413,U+1F413,rooster,rooster,rooster,Miscellaneous Symbols And Pictographs -> Animal symbols,:rooster:,A rooster; a male chicken known also as a cockerel or cock. Rooster was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 20 http://emojipedia.org/rooster/,rooster,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
577,🐣,U+1F423,U+1F423,hatching chick,hatching chick,hatching chick,Miscellaneous Symbols And Pictographs -> Animal symbols,:hatching_chick:,A cute baby chicken hatching from its egg and seeing the world for the first time. Hatching Chick was approved as part of Unicode 6.0 in 201 http://emojipedia.org/hatching-chick/,hatching|chick|baby,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
578,🐤,U+1F424,U+1F424,baby chick,baby chick,baby chick,Miscellaneous Symbols And Pictographs -> Animal symbols,:baby_chick:,"A small, yellow, baby chick (chicken). Baby Chick was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste http://emojipedia.org/baby-chick/",chick|baby,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
579,🐥,U+1F425,U+1F425,front-facing baby chick,front-facing baby chick,front-facing baby chick,Miscellaneous Symbols And Pictographs -> Animal symbols,:hatched_chick:,"A baby chicken (chick), facing forward. Front-facing Baby Chick was approved as part of Unicode 6.0 in 2010 under the name “Front-Facing Bab http://emojipedia.org/front-facing-baby-chick/",chick|baby,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
580,🐦,U+1F426,U+1F426,bird,bird,bird,Miscellaneous Symbols And Pictographs -> Animal symbols,:bird:,"A bird, with no species specified. Appears like a sparrow on Android (blue, previously yellow), Windows (blue) and Twitter (red). Only shows http://emojipedia.org/bird/",bird,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank,1,1,1,1,1,1,1,1,1,0,0
581,🐧,U+1F427,U+1F427,penguin,penguin,penguin,Miscellaneous Symbols And Pictographs -> Animal symbols,:penguin:,"The cute, cartoon-style penguin with a yellow/orange colored beak. May be used in conjunction with the socially awkward penguin meme. Pengui http://emojipedia.org/penguin/",penguin,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
582,🕊,U+1F54A,U+1F54A,dove,,dove,Miscellaneous Symbols And Pictographs -> Religious symbol,,"A dove, carrying an olive branch, as a symbol of peace. Dove was approved as part of Unicode 7.0 in 2014 under the name “Dove of Peace” and  http://emojipedia.org/dove-of-peace/",peace|fly|bird,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
583,🦅,U+1F985,U+1F985,eagle,eagle,eagle,Supplemental Symbols And Pictographs -> Animal symbols,,"An eagle, soaring through the sky. Also the national embled for the United States. Eagle was approved as part of Unicode 9.0 in 2016 and add http://emojipedia.org/eagle/",eagle|bird,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
584,🦆,U+1F986,U+1F986,duck,duck,duck,Supplemental Symbols And Pictographs -> Animal symbols,,"A bird that enjoys spending its time on water. Shown on most platforms as a mallard with brown, white and green colors. Samsung displays thi http://emojipedia.org/duck/",duck|bird,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
585,🦢,U+1F9A2,U+1F9A2,swan,swan,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
586,🦉,U+1F989,U+1F989,owl,owl,owl,Supplemental Symbols And Pictographs -> Animal symbols,,"An owl, shown facing forward, with two large eyes and a yellow beak. Owl was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0  http://emojipedia.org/owl/",wise|owl|bird,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
587,🦤,U+1F9A4,U+1F9A4,dodo,dodo,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
588,🪶,U+1FAB6,U+1FAB6,feather,feather,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
589,🦩,U+1F9A9,U+1F9A9,flamingo,flamingo,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
590,🦚,U+1F99A,U+1F99A,peacock,peacock,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
591,🦜,U+1F99C,U+1F99C,parrot,parrot,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
592,🐸,U+1F438,U+1F438,frog,frog,frog face,Miscellaneous Symbols And Pictographs -> Animal faces,:frog:,"A frog emoji, showing the green face of a frog, with large eyes and mouth. Sometimes used in conjunction with the ???? hot beverage to symbo http://emojipedia.org/frog-face/",frog|face,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
593,🐊,U+1F40A,U+1F40A,crocodile,crocodile,crocodile,Miscellaneous Symbols And Pictographs -> Animal symbols,:crocodile:,"A crocodile emoji, a creature often mistaken for an alligator. Crocodile was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0  http://emojipedia.org/crocodile/",crocodile,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
594,🐢,U+1F422,U+1F422,turtle,turtle,turtle,Miscellaneous Symbols And Pictographs -> Animal symbols,:turtle:,A turtle with shell. Looks similar to a tortoise. Turtle was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy an http://emojipedia.org/turtle/,turtle|tortoise|terrapin,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
595,🦎,U+1F98E,U+1F98E,lizard,lizard,lizard,Supplemental Symbols And Pictographs -> Animal symbols,,"A small lizard, shown in green or brown colors, often from above. Lizard was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0  http://emojipedia.org/lizard/",lizard|reptile,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
596,🐍,U+1F40D,U+1F40D,snake,snake,snake,Miscellaneous Symbols And Pictographs -> Animal symbols,:snake:,"A green, coiled snake sticking out its forked tongue. Snake was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy http://emojipedia.org/snake/",ophiuchus|bearer|zodiac|serpent,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
597,🐲,U+1F432,U+1F432,dragon face,dragon face,dragon face,Miscellaneous Symbols And Pictographs -> Animal faces,:dragon_face:,"The face of a dragon, showing only the head. Most platforms display this in green, looking similar to a dinosaur. The dragon face emoji is s http://emojipedia.org/dragon-face/",fairy tale|dragon|face,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
598,🐉,U+1F409,U+1F409,dragon,dragon,dragon,Miscellaneous Symbols And Pictographs -> Animal symbols,:dragon:,"As a mythological creature, the dragon is generally displayed in many Chinese and Japanese traditions. One of the twelve animals of the Chin http://emojipedia.org/dragon/",fairy tale,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
599,🦕,U+1F995,U+1F995,sauropod,sauropod,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
600,🦖,U+1F996,U+1F996,T-Rex,T-Rex,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
601,🐳,U+1F433,U+1F433,spouting whale,spouting whale,spouting whale,Miscellaneous Symbols And Pictographs -> Animal faces,:whale:,"A whale emoji, spouting water out of its blowhole. Shows with a more cartoon-like appearance on iOS, compared to the regular whale emoji. Sp http://emojipedia.org/spouting-whale/",spouting|whale|face,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
602,🐋,U+1F40B,U+1F40B,whale,whale,whale,Miscellaneous Symbols And Pictographs -> Animal symbols,:whale2:,"A large, blue whale emoji. Appears to be a humpback whale in Apple’s artwork. Distinct from the spouting whale emoji. Whale was approved as  http://emojipedia.org/whale/",whale,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
603,🐬,U+1F42C,U+1F42C,dolphin,dolphin,dolphin,Miscellaneous Symbols And Pictographs -> Animal symbols,":dolphin:,:flipper:","A dolphin emoji, leaping in the air. Considered to be one of the most intelligent animals on Earth. Dolphin was approved as part of Unicode  http://emojipedia.org/dolphin/",flipper,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
604,🦭,U+1F9AD,U+1F9AD,seal,seal,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
605,🐟,U+1F41F,U+1F41F,fish,fish,fish,Miscellaneous Symbols And Pictographs -> Animal symbols,:fish:,"A fish emoji, swimming in a non-tropical climate. Fish was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and  http://emojipedia.org/fish/",zodiac|pisces,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo,1,1,1,1,1,1,1,1,1,1,0
606,🐠,U+1F420,U+1F420,tropical fish,tropical fish,tropical fish,Miscellaneous Symbols And Pictographs -> Animal symbols,:tropical_fish:,"A fish that lives in tropical (warm) water, generally colorful in appearance. Shown as a fish with a blue top and yellow bottom half in Appl http://emojipedia.org/tropical-fish/",fish|tropical,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
607,🐡,U+1F421,U+1F421,blowfish,blowfish,blowfish,Miscellaneous Symbols And Pictographs -> Animal symbols,:blowfish:,"A spiky-looking fish which is eaten as a delicacy in Japan, where it is known as fugu. Displayed in a photorealistic style on iOS, and carto http://emojipedia.org/blowfish/",fish,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
608,🦈,U+1F988,U+1F988,shark,shark,shark,Supplemental Symbols And Pictographs -> Animal symbols,,"A shark swimming in the ocean, often displayed with a blue or gray tone. Shark was approved as part of Unicode 9.0 in 2016 and added to Emoj http://emojipedia.org/shark/",shark|fish,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
609,🐙,U+1F419,U+1F419,octopus,octopus,octopus,Miscellaneous Symbols And Pictographs -> Animal symbols,:octopus:,"An octopus emoji, with two eyes and eight tentacles. Between 3 and 6 of the tentacles are shown in most versions of this emoji. Shown in pin http://emojipedia.org/octopus/",octopus,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
610,🐚,U+1F41A,U+1F41A,spiral shell,spiral shell,spiral shell,Miscellaneous Symbols And Pictographs -> Animal symbols,:shell:,"A seashell found at the beach. It has a spiral shape, and may become home to a hermit crab. Spiral Shell was approved as part of Unicode 6.0 http://emojipedia.org/spiral-shell/",shell|spiral,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
611,🐌,U+1F40C,U+1F40C,snail,snail,snail,Miscellaneous Symbols And Pictographs -> Animal symbols,:snail:,A snail shown with distinctive spiral shell. Differs greatly in color and style across different platforms. Snail was approved as part of Un http://emojipedia.org/snail/,snail,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo|KDDI,1,1,1,1,1,1,1,1,0,1,1
612,🦋,U+1F98B,U+1F98B,butterfly,butterfly,butterfly,Supplemental Symbols And Pictographs -> Animal symbols,,"A butterfly shown with wings spread. Commonly displayed as a monarch butterfly, with orange and black wings. Butterfly was approved as part  http://emojipedia.org/butterfly/",pretty|insect|butterfly,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
613,🐛,U+1F41B,U+1F41B,bug,bug,bug,Miscellaneous Symbols And Pictographs -> Animal symbols,:bug:,"An insect, which appears to be a caterpillar in Apple’s Artwork, and a centipede or millipede in the Google and Microsoft versions. Bug was  http://emojipedia.org/bug/",insect,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
614,🐜,U+1F41C,U+1F41C,ant,ant,ant,Miscellaneous Symbols And Pictographs -> Animal symbols,:ant:,"A small, black ant. Created in a photorealistic style in Apple’s artwork, and cartoon style in Google’s version. Ant was approved as part of http://emojipedia.org/ant/",insect,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
615,🐝,U+1F41D,U+1F41D,honeybee,honeybee,honeybee,Miscellaneous Symbols And Pictographs -> Animal symbols,":bee:,:honeybee:","A bee emoji, buzzing in the air. Shown with yellow and black stripes, and light colored wings. Platforms vary in their depiction, with some  http://emojipedia.org/honeybee/",bee|insect,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
616,🪲,U+1FAB2,U+1FAB2,beetle,beetle,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
617,🐞,U+1F41E,U+1F41E,lady beetle,lady beetle,lady beetle,Miscellaneous Symbols And Pictographs -> Animal symbols,:beetle:,"A ladybug emoji, the colloquial name for the coccinellidae family of small beetles. Known as a ladybird or lad beetle in some countries. Dis http://emojipedia.org/lady-beetle/",ladybird|beetle|ladybug|insect,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
618,🦗,U+1F997,U+1F997,cricket,cricket,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
619,🪳,U+1FAB3,U+1FAB3,cockroach,cockroach,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
620,🕷,U+1F577,U+1F577,spider,,spider,Miscellaneous Symbols And Pictographs -> Animal symbols,,"A black spider with eight legs, with similar appearance to a funnel-web spider. Spider was approved as part of Unicode 7.0 in 2014 and added http://emojipedia.org/spider/",insect,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
621,🕸,U+1F578,U+1F578,spider web,,spider web,Miscellaneous Symbols And Pictographs -> Animal symbols,,"A spider web, shown in the symmetrical orb web shape commonly seen in cartoon form. Spider Web was approved as part of Unicode 7.0 in 2014 a http://emojipedia.org/spider-web/",web|spider,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
622,🦂,U+1F982,U+1F982,scorpion,scorpion,scorpion,Supplemental Symbols And Pictographs -> Animal symbols,,A scorpion shown with eight legs and an upright rail. May also be used in relation to the zodiac sign Scorpius. Scorpion was approved as par http://emojipedia.org/scorpion/,scorpio|zodiac|scorpius,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
623,🦟,U+1F99F,U+1F99F,mosquito,mosquito,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
624,🪰,U+1FAB0,U+1FAB0,fly,fly,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
625,🪱,U+1FAB1,U+1FAB1,worm,worm,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
626,🦠,U+1F9A0,U+1F9A0,microbe,microbe,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
627,💐,U+1F490,U+1F490,bouquet,bouquet,bouquet,Miscellaneous Symbols And Pictographs -> Romance symbols,:bouquet:,"A collection of colorful flowers arranged in a bouquet and often given as a gift for a wedding, mother’s day, valentine’s day, or other occa http://emojipedia.org/bouquet/",flower,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
628,🌸,U+1F338,U+1F338,cherry blossom,cherry blossom,cherry blossom,Miscellaneous Symbols And Pictographs -> Plant symbols,:cherry_blossom:,"A pretty, light-pink flower in bloom. The cherry blossom is very popular in Japan and Japanese art. Weather forecasts track the cherry bloss http://emojipedia.org/cherry-blossom/",blossom|flower|cherry,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
629,💮,U+1F4AE,U+1F4AE,white flower,white flower,white flower,Miscellaneous Symbols And Pictographs -> Japanese school grade symbols,:white_flower:,"An emoji symbol of a white flower, often a cherry blossom. The Apple artwork contains Japanese text on the inside that translates to mean “W http://emojipedia.org/white-flower/",flower,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
630,🏵,U+1F3F5,U+1F3F5,rosette,,rosette,Miscellaneous Symbols And Pictographs -> Rosettes,,"A round flower decoration, in a similar shape to a flower blossom. May be found used on ancient sculptures, as well as modern military award http://emojipedia.org/rosette/",plant,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
631,🌹,U+1F339,U+1F339,rose,rose,rose,Miscellaneous Symbols And Pictographs -> Plant symbols,:rose:,"A single red rose emoji. Sometimes used as a display of romance, or for their pleasant smell. Rose was approved as part of Unicode 6.0 in 20 http://emojipedia.org/rose/",flower,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
632,🥀,U+1F940,U+1F940,wilted flower,wilted flower,wilted flower,Supplemental Symbols And Pictographs -> Miscellaneous mark,,"A flower that has died, or wilted due to a lack of water. A petal falls toward the ground. Wilted Flower was approved as part of Unicode 9.0 http://emojipedia.org/wilted-flower/",wilted|flower,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
633,🌺,U+1F33A,U+1F33A,hibiscus,hibiscus,hibiscus,Miscellaneous Symbols And Pictographs -> Plant symbols,:hibiscus:,"A hibiscus emoji, a pretty flower that can be used to attract butterflies and bees. Hibiscus was approved as part of Unicode 6.0 in 2010 and http://emojipedia.org/hibiscus/",flower,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
634,🌻,U+1F33B,U+1F33B,sunflower,sunflower,sunflower,Miscellaneous Symbols And Pictographs -> Plant symbols,:sunflower:,A sunflower emoji. Bright and yellow. Give it to someone to make them smile! Sunflower was approved as part of Unicode 6.0 in 2010 and added http://emojipedia.org/sunflower/,flower|sun,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
635,🌼,U+1F33C,U+1F33C,blossom,blossom,blossom,Miscellaneous Symbols And Pictographs -> Plant symbols,:blossom:,"A blossoming flower. Similar to the cherry blossom, but not necessarily the same shade. Blossom is also the name of a popular TV Show in the http://emojipedia.org/blossom/",flower,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
636,🌷,U+1F337,U+1F337,tulip,tulip,tulip,Miscellaneous Symbols And Pictographs -> Plant symbols,:tulip:,A single tulip emoji. Commonly seen at tulip festivals in locations around the world with a dutch heritage. Tulip was approved as part of Un http://emojipedia.org/tulip/,flower,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
637,🌱,U+1F331,U+1F331,seedling,seedling,seedling,Miscellaneous Symbols And Pictographs -> Plant symbols,:seedling:,"A seedling, a sign of spring. A new plant of some kind sprouting from the earth, hoping to grow into a large tree, flower or plant if condit http://emojipedia.org/seedling/",young,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo|KDDI,1,1,1,1,1,1,1,1,0,1,1
638,🪴,U+1FAB4,U+1FAB4,potted plant,potted plant,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
639,🌲,U+1F332,U+1F332,evergreen tree,evergreen tree,evergreen tree,Miscellaneous Symbols And Pictographs -> Plant symbols,:evergreen_tree:,"A type tree found in nature that doesn’t lose its leaves seasonally, but stays green all year around. Evergreen Tree was approved as part of http://emojipedia.org/evergreen-tree/",tree,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
640,🌳,U+1F333,U+1F333,deciduous tree,deciduous tree,deciduous tree,Miscellaneous Symbols And Pictographs -> Plant symbols,:deciduous_tree:,A type of tree that has leaves turn orange or brown and fall off during the season of fall / autumn. Deciduous Tree was approved as part of  http://emojipedia.org/deciduous-tree/,tree|shedding|deciduous,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
