pair_id,task_type,split,source_row_id,source_vendor,source_emoji,source_name,source_unicode_slug,source_image_path,source_emotion,source_sentiment,target_row_id,target_vendor,target_emoji,target_name,target_unicode_slug,target_image_path,target_emotion,target_sentiment,instruction,attribute_delta
style_000645,style_transfer,train,9,Facebook,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0009_u1f642.png,joy,positive,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,Restyle this slightly smiling face as a Gmail emoji.,vendor:Facebook->Gmail
style_000646,style_transfer,train,9,Windows,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png,joy,positive,9,Apple,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0009_u1f642.png,joy,positive,Change only the visual style to Apple while preserving the same expression.,vendor:Windows->Apple
style_000647,style_transfer,train,9,Windows,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png,joy,positive,9,Google,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Google style.",vendor:Windows->Google
style_000648,style_transfer,train,9,Windows,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png,joy,positive,9,Facebook,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Facebook style.",vendor:Windows->Facebook
style_000649,style_transfer,train,9,Windows,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png,joy,positive,9,Twitter,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Twitter style.",vendor:Windows->Twitter
style_000650,style_transfer,train,9,Windows,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png,joy,positive,9,JoyPixels,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in JoyPixels style.",vendor:Windows->JoyPixels
style_000651,style_transfer,train,9,Windows,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png,joy,positive,9,Samsung,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Samsung style.",vendor:Windows->Samsung
style_000652,style_transfer,train,9,Windows,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png,joy,positive,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,Restyle this slightly smiling face as a Gmail emoji.,vendor:Windows->Gmail
style_000653,style_transfer,train,9,Twitter,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png,joy,positive,9,Apple,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0009_u1f642.png,joy,positive,Change only the visual style to Apple while preserving the same expression.,vendor:Twitter->Apple
style_000654,style_transfer,train,9,Twitter,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png,joy,positive,9,Google,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Google style.",vendor:Twitter->Google
style_000655,style_transfer,train,9,Twitter,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png,joy,positive,9,Facebook,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Facebook style.",vendor:Twitter->Facebook
style_000656,style_transfer,train,9,Twitter,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png,joy,positive,9,Windows,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png,joy,positive,Change only the visual style to Windows while preserving the same expression.,vendor:Twitter->Windows
style_000657,style_transfer,train,9,Twitter,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png,joy,positive,9,JoyPixels,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in JoyPixels style.",vendor:Twitter->JoyPixels
style_000658,style_transfer,train,9,Twitter,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png,joy,positive,9,Samsung,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Samsung style.",vendor:Twitter->Samsung
style_000659,style_transfer,train,9,Twitter,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png,joy,positive,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,Restyle this slightly smiling face as a Gmail emoji.,vendor:Twitter->Gmail
style_000660,style_transfer,train,9,JoyPixels,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png,joy,positive,9,Apple,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0009_u1f642.png,joy,positive,Change only the visual style to Apple while preserving the same expression.,vendor:JoyPixels->Apple
style_000661,style_transfer,train,9,JoyPixels,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png,joy,positive,9,Google,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Google style.",vendor:JoyPixels->Google
style_000662,style_transfer,train,9,JoyPixels,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png,joy,positive,9,Facebook,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Facebook style.",vendor:JoyPixels->Facebook
style_000663,style_transfer,val,9,JoyPixels,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png,joy,positive,9,Windows,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png,joy,positive,Change only the visual style to Windows while preserving the same expression.,vendor:JoyPixels->Windows
style_000664,style_transfer,train,9,JoyPixels,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png,joy,positive,9,Twitter,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Twitter style.",vendor:JoyPixels->Twitter
style_000665,style_transfer,train,9,JoyPixels,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png,joy,positive,9,Samsung,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Samsung style.",vendor:JoyPixels->Samsung
style_000666,style_transfer,train,9,JoyPixels,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png,joy,positive,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,Restyle this slightly smiling face as a Gmail emoji.,vendor:JoyPixels->Gmail
style_000667,style_transfer,train,9,Samsung,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png,joy,positive,9,Apple,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0009_u1f642.png,joy,positive,Change only the visual style to Apple while preserving the same expression.,vendor:Samsung->Apple
style_000668,style_transfer,train,9,Samsung,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png,joy,positive,9,Google,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Google style.",vendor:Samsung->Google
style_000669,style_transfer,test,9,Samsung,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png,joy,positive,9,Facebook,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Facebook style.",vendor:Samsung->Facebook
style_000670,style_transfer,train,9,Samsung,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png,joy,positive,9,Windows,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png,joy,positive,Change only the visual style to Windows while preserving the same expression.,vendor:Samsung->Windows
style_000671,style_transfer,train,9,Samsung,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png,joy,positive,9,Twitter,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Twitter style.",vendor:Samsung->Twitter
style_000672,style_transfer,test,9,Samsung,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png,joy,positive,9,JoyPixels,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in JoyPixels style.",vendor:Samsung->JoyPixels
style_000673,style_transfer,train,9,Samsung,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png,joy,positive,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,Restyle this slightly smiling face as a Gmail emoji.,vendor:Samsung->Gmail
style_000674,style_transfer,train,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,9,Apple,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0009_u1f642.png,joy,positive,Change only the visual style to Apple while preserving the same expression.,vendor:Gmail->Apple
style_000675,style_transfer,train,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,9,Google,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Google style.",vendor:Gmail->Google
style_000676,style_transfer,train,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,9,Facebook,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Facebook style.",vendor:Gmail->Facebook
style_000677,style_transfer,val,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,9,Windows,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0009_u1f642.png,joy,positive,Change only the visual style to Windows while preserving the same expression.,vendor:Gmail->Windows
style_000678,style_transfer,train,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,9,Twitter,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Twitter style.",vendor:Gmail->Twitter
style_000679,style_transfer,train,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,9,JoyPixels,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in JoyPixels style.",vendor:Gmail->JoyPixels
style_000680,style_transfer,train,9,Gmail,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Gmail/0009_u1f642.png,joy,positive,9,Samsung,🙂,slightly smiling face,U+1F642,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0009_u1f642.png,joy,positive,"Keep the same emoji, but render it in Samsung style.",vendor:Gmail->Samsung
style_000681,style_transfer,val,10,Apple,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0010_u1f643.png,playful,positive,10,Google,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Google emoji.,vendor:Apple->Google
style_000682,style_transfer,train,10,Apple,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0010_u1f643.png,playful,positive,10,Facebook,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Facebook emoji.,vendor:Apple->Facebook
style_000683,style_transfer,train,10,Apple,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0010_u1f643.png,playful,positive,10,Windows,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0010_u1f643.png,playful,positive,"Keep the same emoji, but render it in Windows style.",vendor:Apple->Windows
style_000684,style_transfer,train,10,Apple,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0010_u1f643.png,playful,positive,10,Twitter,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Twitter emoji.,vendor:Apple->Twitter
style_000685,style_transfer,train,10,Apple,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0010_u1f643.png,playful,positive,10,JoyPixels,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0010_u1f643.png,playful,positive,Restyle this upside-down face as a JoyPixels emoji.,vendor:Apple->JoyPixels
style_000686,style_transfer,train,10,Apple,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0010_u1f643.png,playful,positive,10,Samsung,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Samsung emoji.,vendor:Apple->Samsung
style_000687,style_transfer,train,10,Google,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0010_u1f643.png,playful,positive,10,Apple,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0010_u1f643.png,playful,positive,"Keep the same emoji, but render it in Apple style.",vendor:Google->Apple
style_000688,style_transfer,train,10,Google,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0010_u1f643.png,playful,positive,10,Facebook,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Facebook emoji.,vendor:Google->Facebook
style_000689,style_transfer,train,10,Google,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0010_u1f643.png,playful,positive,10,Windows,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0010_u1f643.png,playful,positive,"Keep the same emoji, but render it in Windows style.",vendor:Google->Windows
style_000690,style_transfer,train,10,Google,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0010_u1f643.png,playful,positive,10,Twitter,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Twitter emoji.,vendor:Google->Twitter
style_000691,style_transfer,train,10,Google,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0010_u1f643.png,playful,positive,10,JoyPixels,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0010_u1f643.png,playful,positive,Restyle this upside-down face as a JoyPixels emoji.,vendor:Google->JoyPixels
style_000692,style_transfer,train,10,Google,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0010_u1f643.png,playful,positive,10,Samsung,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Samsung emoji.,vendor:Google->Samsung
style_000693,style_transfer,train,10,Facebook,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0010_u1f643.png,playful,positive,10,Apple,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0010_u1f643.png,playful,positive,"Keep the same emoji, but render it in Apple style.",vendor:Facebook->Apple
style_000694,style_transfer,val,10,Facebook,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0010_u1f643.png,playful,positive,10,Google,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Google emoji.,vendor:Facebook->Google
style_000695,style_transfer,train,10,Facebook,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0010_u1f643.png,playful,positive,10,Windows,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0010_u1f643.png,playful,positive,"Keep the same emoji, but render it in Windows style.",vendor:Facebook->Windows
style_000696,style_transfer,train,10,Facebook,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0010_u1f643.png,playful,positive,10,Twitter,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Twitter emoji.,vendor:Facebook->Twitter
style_000697,style_transfer,train,10,Facebook,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0010_u1f643.png,playful,positive,10,JoyPixels,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0010_u1f643.png,playful,positive,Restyle this upside-down face as a JoyPixels emoji.,vendor:Facebook->JoyPixels
style_000698,style_transfer,train,10,Facebook,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0010_u1f643.png,playful,positive,10,Samsung,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Samsung/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Samsung emoji.,vendor:Facebook->Samsung
style_000699,style_transfer,train,10,Windows,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0010_u1f643.png,playful,positive,10,Apple,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Apple/0010_u1f643.png,playful,positive,"Keep the same emoji, but render it in Apple style.",vendor:Windows->Apple
style_000700,style_transfer,train,10,Windows,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0010_u1f643.png,playful,positive,10,Google,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Google/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Google emoji.,vendor:Windows->Google
style_000701,style_transfer,train,10,Windows,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0010_u1f643.png,playful,positive,10,Facebook,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Facebook/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Facebook emoji.,vendor:Windows->Facebook
style_000702,style_transfer,train,10,Windows,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0010_u1f643.png,playful,positive,10,Twitter,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Twitter/0010_u1f643.png,playful,positive,Restyle this upside-down face as a Twitter emoji.,vendor:Windows->Twitter
style_000703,style_transfer,train,10,Windows,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/Windows/0010_u1f643.png,playful,positive,10,JoyPixels,🙃,upside-down face,U+1F643,/home/longneckcat/Desktop/Emoji_text_EditGen/data/processed/emoji_editing/images/vendor_rgba72/JoyPixels/0010_u1f643.png,playful,positive,Restyle this upside-down face as a JoyPixels emoji.,vendor:Windows->JoyPixels
